id,exerciseId,rating,ratingELO,classExamId,correct
11077,1729,0,134,2155,1
11078,1732,0,183,2155,1
11079,1752,0,180,2155,1
11080,1826,0,174,2155,1
11081,1856,0,164,2155,1
11082,1876,0,150,2155,1
11083,1897,0,188,2155,0
11084,1919,0,182,2155,1
11085,1928,0,161,2155,1
11086,1941,0,165,2155,1
11087,1950,0,176,2155,1
11088,1978,0,176,2155,0
11089,2058,0,180,2155,0
11090,2060,0,184,2155,1
11091,2070,0,186,2155,1
11092,2079,0,186,2155,1
11093,2097,0,172,2155,1
11094,2122,0,181,2155,1
11095,2136,0,160,2155,1
11096,2151,0,166,2155,1
11097,1721,0,185,2156,1
11098,1806,0,166,2156,1
11099,1808,0,197,2156,0
11100,1815,0,170,2156,1
11101,1865,0,188,2156,0
11102,1938,0,163,2156,1
11103,1944,0,174,2156,1
11104,1953,0,153,2156,1
11105,1982,0,188,2156,1
11106,2007,0,172,2156,1
11107,2029,0,161,2156,1
11108,2059,0,170,2156,1
11109,2064,0,164,2156,1
11110,2106,0,176,2156,1
11111,2131,0,166,2156,1
11112,1771,0,187,2158,0
11113,1774,0,177,2158,1
11114,1858,0,214,2158,0
11115,1871,0,198,2158,1
11116,1902,0,169,2158,1
11117,1930,0,175,2158,0
11118,1953,0,152,2158,1
11119,1992,0,189,2158,1
11120,2019,0,163,2158,1
11121,2070,0,184,2158,1
11122,2087,0,157,2158,1
11123,2106,0,174,2158,1
11124,2156,0,170,2158,1
11125,2160,0,176,2158,1
11126,1737,0,159,2157,1
11127,1757,0,187,2157,0
11128,1882,0,181,2157,1
11129,1907,0,188,2157,0
11130,1927,0,148,2157,1
11131,2011,0,169,2157,1
11132,2037,0,174,2157,0
11133,2052,0,175,2157,1
11134,2054,0,179,2157,1
11135,2072,0,188,2157,1
11136,2083,0,174,2157,0
11137,2115,0,172,2157,1
11138,2131,0,164,2157,1
11139,2137,0,157,2157,1
11140,2139,0,142,2157,1
11141,2226,0,226,2157,0
11142,1738,0,175,2159,1
11143,1739,0,187,2159,1
11144,1762,0,209,2159,0
11145,1790,0,228,2159,0
11146,1817,0,235,2159,0
11147,1836,0,194,2159,1
11148,1846,0,176,2159,1
11149,1853,0,165,2159,1
11150,1900,0,203,2159,1
11151,1912,0,181,2159,1
11152,1913,0,157,2159,1
11153,1924,0,162,2159,1
11154,1939,0,175,2159,0
11155,1965,0,166,2159,1
11156,1971,0,191,2159,0
11157,1985,0,187,2159,0
11158,2027,0,158,2159,1
11159,2041,0,173,2159,1
11160,2101,0,195,2159,1
11161,1712,0,167,2161,0
11162,1715,0,163,2161,1
11163,1717,0,192,2161,1
11164,1741,0,203,2161,1
11165,1805,0,227,2161,0
11166,1807,0,176,2161,1
11167,1830,0,186,2161,1
11168,1843,0,192,2161,1
11169,1928,0,160,2161,1
11170,1962,0,178,2161,1
11171,1988,0,175,2161,1
11172,2078,0,171,2161,1
11173,2100,0,170,2161,1
11174,2436,0,196,2160,0
11175,1714,0,162,2160,1
11176,1748,0,166,2160,1
11177,1767,0,191,2160,0
11178,1787,0,169,2160,1
11179,1788,0,198,2160,0
11180,1879,0,158,2160,0
11181,1903,0,160,2160,1
11182,1971,0,192,2160,0
11183,2002,0,188,2160,1
11184,2013,0,181,2160,0
11185,2029,0,159,2160,1
11186,2032,0,144,2160,1
11187,2037,0,176,2160,0
11188,2047,0,157,2160,1
11189,2068,0,164,2160,0
11190,2097,0,174,2160,0
11191,2104,0,185,2160,0
11192,2124,0,159,2160,1
11193,2159,0,164,2160,1
11194,1821,0,187,2163,0
11195,1824,0,166,2163,0
11196,1856,0,161,2163,1
11197,1883,0,176,2163,1
11198,1901,0,188,2163,0
11199,1931,0,188,2163,0
11200,2014,0,148,2163,1
11201,2502,0,163,2163,1
11202,2042,0,155,2163,1
11203,2226,0,226,2163,0
11204,1804,0,186,2165,0
11205,1805,0,228,2165,0
11206,1806,0,165,2165,1
11207,2017,0,187,2165,1
11208,2018,0,183,2165,1
11209,2019,0,162,2165,1
11210,2020,0,191,2165,1
11211,1715,0,161,2162,1
11212,1758,0,172,2162,1
11213,1782,0,172,2162,1
11214,1785,0,159,2162,1
11215,1796,0,189,2162,0
11216,1801,0,156,2162,0
11217,1804,0,187,2162,0
11218,1830,0,183,2162,1
11219,1918,0,172,2162,1
11220,1959,0,188,2162,1
11221,2003,0,167,2162,1
11222,2044,0,172,2162,1
11223,2045,0,179,2162,1
11224,2046,0,171,2162,1
11225,2125,0,155,2162,1
11226,2130,0,180,2162,1
11227,1803,0,232,2166,0
11228,1804,0,185,2166,1
11229,1805,0,229,2166,0
11230,1806,0,164,2166,1
11231,2018,0,181,2166,1
11232,2019,0,161,2166,1
11233,2020,0,189,2166,1
11234,2021,0,157,2166,1
11235,1804,0,183,2167,1
11236,1805,0,230,2167,0
11237,1806,0,163,2167,1
11238,2017,0,185,2167,1
11239,2018,0,179,2167,1
11240,2019,0,160,2167,1
11241,2020,0,187,2167,1
11242,2021,0,156,2167,1
11243,1803,0,233,2168,0
11244,1804,0,181,2168,1
11245,1805,0,231,2168,0
11246,1806,0,162,2168,1
11247,2017,0,183,2168,1
11248,2018,0,177,2168,1
11249,2019,0,159,2168,1
11250,2020,0,185,2168,1
11251,2021,0,155,2168,1
11252,1803,0,234,2169,0
11253,1804,0,179,2169,1
11254,1805,0,232,2169,0
11255,2017,0,181,2169,1
11256,2018,0,175,2169,1
11257,2019,0,158,2169,1
11258,2020,0,183,2169,1
11259,2021,0,154,2169,1
11260,1803,0,235,2170,0
11261,1804,0,177,2170,1
11262,1805,0,233,2170,0
11263,1806,0,161,2170,1
11264,2017,0,179,2170,1
11265,2018,0,173,2170,1
11266,2020,0,181,2170,1
11267,2021,0,153,2170,1
11268,1803,0,236,2171,0
11269,1805,0,234,2171,0
11270,1806,0,160,2171,1
11271,2017,0,177,2171,1
11272,2018,0,171,2171,1
11273,2021,0,152,2171,1
11274,1731,0,172,2164,0
11275,1748,0,163,2164,1
11276,1799,0,183,2164,1
11277,1910,0,207,2164,0
11278,1911,0,189,2164,0
11279,2104,0,186,2164,0
11280,1722,0,180,2173,1
11281,1776,0,163,2173,1
11282,1813,0,230,2173,0
11283,1844,0,191,2173,1
11284,1933,0,176,2173,1
11285,1956,0,170,2173,1
11286,2052,0,178,2173,0
11287,2091,0,161,2173,1
11288,1710,0,180,2174,1
11289,1731,0,170,2174,1
11290,1803,0,237,2174,0
11291,1834,0,194,2174,1
11292,1956,0,173,2174,0
11293,1982,0,186,2174,1
11294,2052,0,176,2174,1
11295,2091,0,160,2174,1
11296,2120,0,186,2174,1
11297,1720,0,148,2175,1
11298,1775,0,162,2175,1
11299,1785,0,158,2175,1
11300,1794,0,157,2175,1
11301,1841,0,178,2175,1
11302,1942,0,157,2175,1
11303,2003,0,165,2175,1
11304,1722,0,177,2172,1
11305,1762,0,209,2172,0
11306,1766,0,169,2172,0
11307,1815,0,171,2172,0
11308,1937,0,162,2172,1
11309,1952,0,149,2172,1
11310,2502,0,160,2172,1
11311,2054,0,176,2172,1
11312,2155,0,182,2172,1
11313,1715,0,160,2176,1
11314,1841,0,176,2176,1
11315,1879,0,157,2176,1
11316,1813,0,231,2177,0
11317,1998,0,163,2176,1
11318,1824,0,165,2177,1
11319,2042,0,158,2176,0
11320,1834,0,192,2177,1
11321,2109,0,150,2176,1
11322,1933,0,174,2177,1
11323,2137,0,156,2176,1
11324,1962,0,176,2177,1
11325,2052,0,174,2177,1
11326,2091,0,159,2177,1
11327,2120,0,184,2177,1
11328,1715,0,159,2179,1
11329,1729,0,133,2179,1
11330,1785,0,157,2179,1
11331,1879,0,156,2179,1
11332,1961,0,203,2179,0
11333,1998,0,161,2179,1
11334,1710,0,178,2178,1
11335,1813,0,232,2178,0
11336,1834,0,190,2178,1
11337,1844,0,189,2178,1
11338,1933,0,173,2178,1
11339,1956,0,172,2178,1
11340,2120,0,182,2178,1
11341,2140,0,183,2178,1
11342,1831,0,170,2180,1
11343,1852,0,164,2180,1
11344,2506,0,156,2180,1
11345,2036,0,146,2180,1
11346,2051,0,151,2180,1
11347,2119,0,166,2180,1
11348,2158,0,166,2180,0
11349,2230,0,226,2180,0
11350,1804,0,175,2181,1
11351,1826,0,173,2181,1
11352,1882,0,179,2181,1
11353,1888,0,199,2181,0
11354,1972,0,179,2181,1
11355,2038,0,175,2181,0
11356,2062,0,203,2181,0
11357,2083,0,177,2181,0
11358,2094,0,184,2181,0
11359,2110,0,199,2181,0
11360,2121,0,169,2181,0
11361,1854,0,179,2183,1
11362,1882,0,177,2183,1
11363,1888,0,200,2183,0
11364,1926,0,187,2183,1
11365,1963,0,179,2183,0
11366,2030,0,180,2183,1
11367,2062,0,204,2183,0
11368,2074,0,197,2183,0
11369,2092,0,190,2183,0
11370,1710,0,175,2182,1
11371,1734,0,177,2182,0
11372,1832,0,202,2182,1
11373,1841,0,173,2182,1
11374,1883,0,173,2182,1
11375,2012,0,156,2182,0
11376,2031,0,158,2182,1
11377,2057,0,160,2182,0
11378,2104,0,187,2182,0
11379,1723,0,165,2185,1
11380,1742,0,182,2185,1
11381,1751,0,186,2185,1
11382,1820,0,179,2185,1
11383,1994,0,198,2185,0
11384,2084,0,157,2185,1
11385,2124,0,157,2185,1
11386,2144,0,189,2185,1
11387,1751,0,183,2187,1
11388,1936,0,160,2187,1
11389,1964,0,169,2187,1
11390,1965,0,164,2187,1
11391,1994,0,195,2187,1
11392,2064,0,162,2187,1
11393,2066,0,201,2187,0
11394,2084,0,156,2187,1
11395,2095,0,174,2187,1
11396,2124,0,156,2187,1
11397,1728,0,179,2184,0
11398,1751,0,181,2184,1
11399,1755,0,183,2184,0
11400,1760,0,193,2184,1
11401,1781,0,187,2184,0
11402,1828,0,164,2184,1
11403,1845,0,199,2184,0
11404,1854,0,177,2184,1
11405,1876,0,149,2184,1
11406,1910,0,208,2184,0
11407,1950,0,174,2184,1
11408,1992,0,191,2184,0
11409,2011,0,167,2184,1
11410,2050,0,154,2184,1
11411,2052,0,172,2184,1
11412,2057,0,158,2184,1
11413,2129,0,171,2184,1
11414,1875,0,174,2188,1
11415,1915,0,183,2188,1
11416,1930,0,173,2188,1
11417,1964,0,167,2188,1
11418,1994,0,197,2188,0
11419,2018,0,169,2188,1
11420,2066,0,198,2188,1
11421,1789,0,164,2189,1
11422,1856,0,164,2189,0
11423,1878,0,169,2189,1
11424,1892,0,180,2189,1
11425,1925,0,183,2189,1
11426,1932,0,164,2189,1
11427,1959,0,190,2189,0
11428,1966,0,167,2189,0
11429,2503,0,157,2189,1
11430,2029,0,157,2189,1
11431,2100,0,168,2189,1
11432,1827,0,173,2190,1
11433,1878,0,167,2190,1
11434,1883,0,171,2190,1
11435,1885,0,171,2190,0
11436,1892,0,178,2190,1
11437,1925,0,181,2190,1
11438,1966,0,170,2190,0
11439,2503,0,156,2190,1
11440,2029,0,156,2190,1
11441,2100,0,166,2190,1
11442,1771,0,183,2186,1
11443,1811,0,198,2186,0
11444,1854,0,174,2186,1
11445,1947,0,186,2186,0
11446,1965,0,161,2186,1
11447,1977,0,183,2186,1
11448,2029,0,154,2186,1
11449,2045,0,180,2186,0
11450,1827,0,171,2191,1
11451,1829,0,165,2191,1
11452,1856,0,162,2191,1
11453,1878,0,165,2191,1
11454,1883,0,169,2191,1
11455,1885,0,169,2191,1
11456,1932,0,163,2191,1
11457,1959,0,188,2191,1
11458,1966,0,168,2191,1
11459,2503,0,155,2191,1
11460,2029,0,153,2191,1
11461,1762,0,210,2192,0
11462,1875,0,171,2192,1
11463,1894,0,172,2192,0
11464,1920,0,194,2192,0
11465,2012,0,154,2192,1
11466,2013,0,178,2192,1
11467,2506,0,154,2192,1
11468,2041,0,170,2192,1
11469,2064,0,160,2192,1
11470,2089,0,175,2192,1
11471,1829,0,164,2193,1
11472,1856,0,161,2193,1
11473,1878,0,164,2193,1
11474,1883,0,167,2193,1
11475,1885,0,167,2193,1
11476,1892,0,176,2193,1
11477,1932,0,162,2193,1
11478,1959,0,186,2193,1
11479,1966,0,167,2193,1
11480,2503,0,154,2193,1
11481,1767,0,189,2194,1
11482,1891,0,191,2194,1
11483,1898,0,175,2194,1
11484,1907,0,186,2194,1
11485,1917,0,195,2194,1
11486,2502,0,159,2194,1
11487,2028,0,158,2194,1
11488,2063,0,192,2194,0
11489,2135,0,180,2194,1
11490,1716,0,196,2195,1
11491,1767,0,187,2195,1
11492,1788,0,196,2195,1
11493,1916,0,182,2195,1
11494,1917,0,193,2195,1
11495,1924,0,161,2195,1
11496,2108,0,166,2195,1
11497,1743,0,175,2197,1
11498,1767,0,185,2197,1
11499,1788,0,194,2197,1
11500,1891,0,189,2197,1
11501,1907,0,184,2197,1
11502,1917,0,191,2197,1
11503,1924,0,160,2197,1
11504,2502,0,158,2197,1
11505,2135,0,179,2197,1
11506,1746,0,171,2198,0
11507,1790,0,229,2198,0
11508,1849,0,164,2198,1
11509,1937,0,165,2198,0
11510,1987,0,171,2198,1
11511,1995,0,165,2198,1
11512,2013,0,176,2198,1
11513,2076,0,174,2198,0
11514,2077,0,160,2198,1
11515,1752,0,178,2199,1
11516,1876,0,148,2199,1
11517,1897,0,186,2199,1
11518,1967,0,162,2199,1
11519,1976,0,163,2199,1
11520,1977,0,186,2199,0
11521,2067,0,184,2199,1
11522,2076,0,172,2199,1
11523,2113,0,185,2199,1
11524,2115,0,170,2199,1
11525,1768,0,167,2201,1
11526,1796,0,191,2201,0
11527,1849,0,163,2201,1
11528,1937,0,164,2201,1
11529,1938,0,162,2201,1
11530,1967,0,161,2201,1
11531,2076,0,170,2201,1
11532,2145,0,179,2201,0
11533,2148,0,188,2201,1
11534,1724,0,179,2202,1
11535,1849,0,162,2202,1
11536,1867,0,163,2202,1
11537,1897,0,184,2202,1
11538,1976,0,162,2202,1
11539,1987,0,169,2202,1
11540,2076,0,169,2202,1
11541,2077,0,163,2202,0
11542,2113,0,183,2202,1
11543,1796,0,193,2203,0
11544,1849,0,161,2203,1
11545,1867,0,162,2203,1
11546,1908,0,193,2203,1
11547,1937,0,163,2203,1
11548,2115,0,168,2203,1
11549,2143,0,164,2203,1
11550,1710,0,177,2196,0
11551,1734,0,178,2196,0
11552,1741,0,203,2196,0
11553,1764,0,188,2196,1
11554,1768,0,169,2196,0
11555,1776,0,165,2196,0
11556,1777,0,178,2196,1
11557,1834,0,191,2196,0
11558,1856,0,158,2196,1
11559,1863,0,202,2196,0
11560,2092,0,191,2196,0
11561,2093,0,171,2196,0
11562,2108,0,163,2196,1
11563,2110,0,199,2196,0
11564,2115,0,169,2196,0
11565,2130,0,176,2196,1
11566,2140,0,179,2196,1
11567,1838,0,181,2204,1
11568,1874,0,220,2204,0
11569,1950,0,177,2204,0
11570,1960,0,184,2204,1
11571,1996,0,179,2204,1
11572,2086,0,178,2204,1
11573,2102,0,174,2204,1
11574,1838,0,179,2205,1
11575,1842,0,214,2205,0
11576,1869,0,206,2205,0
11577,1943,0,163,2205,1
11578,1949,0,164,2205,1
11579,2008,0,184,2205,0
11580,2125,0,154,2205,1
11581,1769,0,190,2206,0
11582,1845,0,196,2206,1
11583,1866,0,195,2206,0
11584,1949,0,162,2206,1
11585,1957,0,189,2206,0
11586,1968,0,191,2206,0
11587,1978,0,174,2206,1
11588,2000,0,185,2206,1
11589,2008,0,182,2206,1
11590,2057,0,156,2206,1
11591,1769,0,192,2208,0
11592,1770,0,178,2208,1
11593,1901,0,185,2208,1
11594,1939,0,173,2208,1
11595,1943,0,161,2208,1
11596,1949,0,160,2208,1
11597,1968,0,188,2208,1
11598,1978,0,172,2208,1
11599,1996,0,177,2208,1
11600,2130,0,174,2208,1
11601,1897,0,182,2209,1
11602,1937,0,162,2209,1
11603,1977,0,184,2209,1
11604,2067,0,182,2209,1
11605,2068,0,163,2209,1
11606,2077,0,162,2209,1
11607,2113,0,181,2209,1
11608,2145,0,177,2209,1
11609,2152,0,155,2209,1
11610,1745,0,157,2210,1
11611,1790,0,230,2210,0
11612,1808,0,195,2210,1
11613,1857,0,154,2210,1
11614,1967,0,160,2210,1
11615,1976,0,165,2210,0
11616,1977,0,182,2210,1
11617,2115,0,168,2210,1
11618,2153,0,180,2210,1
11619,1724,0,176,2200,1
11620,1734,0,180,2200,0
11621,1751,0,182,2200,0
11622,1812,0,205,2200,0
11623,1821,0,188,2200,0
11624,1846,0,173,2200,1
11625,1850,0,156,2200,1
11626,1868,0,185,2200,0
11627,1891,0,190,2200,0
11628,1938,0,159,2200,1
11629,1970,0,161,2200,1
11630,1975,0,179,2200,1
11631,2503,0,152,2200,1
11632,2079,0,183,2200,1
11633,2221,0,224,2200,0
11634,1745,0,156,2211,1
11635,1876,0,147,2211,1
11636,1908,0,191,2211,1
11637,1977,0,180,2211,1
11638,1995,0,164,2211,1
11639,2067,0,185,2211,0
11640,2143,0,167,2211,0
11641,2153,0,178,2211,1
11642,1745,0,155,2212,1
11643,1768,0,167,2212,1
11644,1790,0,231,2212,0
11645,1796,0,191,2212,1
11646,1937,0,161,2212,1
11647,1976,0,164,2212,1
11648,2068,0,162,2212,1
11649,2145,0,175,2212,1
11650,2148,0,186,2212,1
11651,1770,0,176,2215,1
11652,1869,0,203,2215,1
11653,2041,0,169,2215,1
11654,2051,0,150,2215,1
11655,2083,0,175,2215,1
11656,2130,0,172,2215,1
11657,2141,0,185,2215,1
11658,2158,0,165,2215,1
11659,1726,0,184,2216,1
11660,1754,0,175,2216,1
11661,1756,0,173,2216,1
11662,1757,0,190,2216,0
11663,1758,0,170,2216,1
11664,1774,0,175,2216,1
11665,1811,0,196,2216,1
11666,1918,0,171,2216,1
11667,1923,0,171,2216,1
11668,1956,0,171,2216,1
11669,1979,0,168,2216,1
11670,2000,0,183,2216,1
11671,2506,0,153,2216,1
11672,2037,0,174,2216,1
11673,2045,0,183,2216,0
11674,2062,0,201,2216,1
11675,1719,0,193,2214,0
11676,1732,0,181,2214,1
11677,1776,0,164,2214,1
11678,1845,0,198,2214,0
11679,1858,0,211,2214,1
11680,1876,0,146,2214,1
11681,1891,0,188,2214,1
11682,1900,0,205,2214,0
11683,1942,0,156,2214,1
11684,1987,0,167,2214,1
11685,2018,0,168,2214,1
11686,2031,0,157,2214,1
11687,2064,0,159,2214,1
11688,2085,0,171,2214,1
11689,2088,0,189,2214,1
11690,2114,0,178,2214,1
11691,1723,0,163,2207,1
11692,1730,0,177,2207,1
11693,1748,0,161,2207,1
11694,1781,0,189,2207,0
11695,1820,0,177,2207,1
11696,1926,0,185,2207,1
11697,2015,0,152,2207,1
11698,2503,0,151,2207,1
11699,2506,0,152,2207,1
11700,2046,0,169,2207,1
11701,2065,0,179,2207,0
11702,2080,0,176,2207,0
11703,2101,0,192,2207,1
11704,2127,0,160,2207,1
11705,2153,0,180,2207,0
11706,2155,0,184,2207,0
11707,1729,0,132,2217,1
11708,1769,0,190,2217,1
11709,1871,0,196,2217,1
11710,1937,0,160,2217,1
11711,1948,0,151,2217,1
11712,1966,0,166,2217,1
11713,1982,0,184,2217,1
11714,2114,0,181,2217,0
11715,1728,0,177,2219,1
11716,1738,0,173,2219,1
11717,1787,0,168,2219,1
11718,1837,0,182,2219,1
11719,1876,0,145,2219,1
11720,1921,0,188,2219,1
11721,2000,0,181,2219,1
11722,2004,0,178,2219,1
11723,2148,0,184,2219,1
11724,1722,0,176,2220,1
11725,1747,0,187,2220,1
11726,1797,0,186,2220,1
11727,1810,0,186,2220,1
11728,1826,0,172,2220,1
11729,1845,0,201,2220,0
11730,1891,0,191,2220,0
11731,1918,0,170,2220,1
11732,1957,0,187,2220,1
11733,1959,0,184,2220,1
11734,1966,0,165,2220,1
11735,1978,0,171,2220,1
11736,1996,0,180,2220,0
11737,2032,0,143,2220,1
11738,2046,0,168,2220,1
11739,2060,0,182,2220,1
11740,2068,0,161,2220,1
11741,2079,0,181,2220,1
11742,1840,0,173,2221,1
11743,1850,0,155,2221,1
11744,1887,0,179,2221,1
11745,1912,0,179,2221,1
11746,1954,0,170,2221,1
11747,2032,0,142,2221,1
11748,2119,0,164,2221,1
11749,2159,0,162,2221,1
11750,2160,0,174,2221,1
11751,1716,0,194,2222,1
11752,1743,0,173,2222,1
11753,1891,0,189,2222,1
11754,1898,0,173,2222,1
11755,1907,0,182,2222,1
11756,1916,0,180,2222,1
11757,1917,0,189,2222,1
11758,1924,0,159,2222,1
11759,2135,0,177,2222,1
11760,1716,0,192,2224,1
11761,1743,0,172,2224,1
11762,1788,0,192,2224,1
11763,1898,0,172,2224,1
11764,1916,0,178,2224,1
11765,1917,0,187,2224,1
11766,1924,0,158,2224,1
11767,2502,0,157,2224,1
11768,2028,0,157,2224,1
11769,2135,0,176,2224,1
11770,1715,0,158,2223,1
11771,1794,0,156,2223,1
11772,1801,0,155,2223,1
11773,1840,0,171,2223,1
11774,1852,0,163,2223,1
11775,1879,0,155,2223,1
11776,1903,0,159,2223,1
11777,1942,0,155,2223,1
11778,1954,0,173,2223,0
11779,1981,0,142,2223,1
11780,2014,0,147,2223,1
11781,2036,0,145,2223,1
11782,2037,0,172,2223,1
11783,2109,0,149,2223,1
11784,2119,0,163,2223,1
11785,2137,0,155,2223,1
11786,2158,0,164,2223,1
11787,2159,0,161,2223,1
11788,2160,0,172,2223,1
11789,2230,0,227,2223,0
11790,2320,0,191,2226,1
11791,2326,0,204,2226,0
11792,1774,0,173,2226,1
11793,1782,0,170,2226,1
11794,1949,0,163,2226,0
11795,1961,0,200,2226,1
11796,1995,0,162,2226,1
11797,2117,0,186,2226,0
11798,1727,0,180,2227,1
11799,1757,0,188,2227,1
11800,1774,0,171,2227,1
11801,1783,0,177,2227,1
11802,1787,0,167,2227,1
11803,1792,0,169,2227,1
11804,1799,0,186,2227,0
11805,1816,0,177,2227,1
11806,1839,0,185,2227,1
11807,1989,0,161,2227,1
11808,2012,0,153,2227,1
11809,2035,0,175,2227,0
11810,2080,0,174,2227,1
11811,2088,0,187,2227,1
11812,2139,0,141,2227,1
11813,2150,0,165,2227,1
11814,1710,0,175,2231,1
11815,1769,0,188,2231,1
11816,1826,0,171,2231,1
11817,1858,0,208,2231,1
11818,1872,0,148,2231,1
11819,1926,0,183,2231,1
11820,1943,0,160,2231,1
11821,1997,0,165,2231,1
11822,2007,0,171,2231,1
11823,2052,0,171,2231,1
11824,2060,0,180,2231,1
11825,2078,0,170,2231,1
11826,2093,0,170,2231,1
11827,2123,0,175,2231,1
11828,2127,0,159,2231,1
11829,2129,0,170,2231,1
11830,2139,0,140,2231,1
11831,1713,0,176,2229,1
11832,1721,0,183,2229,1
11833,1726,0,182,2229,1
11834,1768,0,170,2229,0
11835,1790,0,232,2229,0
11836,1817,0,236,2229,0
11837,1819,0,182,2229,1
11838,1826,0,169,2229,1
11839,1864,0,209,2229,0
11840,1879,0,154,2229,1
11841,1894,0,170,2229,1
11842,1961,0,197,2229,1
11843,1974,0,193,2229,1
11844,1989,0,160,2229,1
11845,2090,0,151,2229,1
11846,2099,0,162,2229,1
11847,2148,0,187,2229,0
11848,1711,0,146,2230,0
11849,1752,0,176,2230,1
11850,1801,0,154,2230,1
11851,1808,0,192,2230,1
11852,1823,0,183,2230,0
11853,1883,0,170,2230,0
11854,1977,0,178,2230,1
11855,2079,0,183,2230,0
11856,2097,0,172,2230,1
11857,1731,0,169,2233,1
11858,1747,0,185,2233,1
11859,1829,0,163,2233,1
11860,1853,0,164,2233,1
11861,1910,0,206,2233,1
11862,1911,0,187,2233,1
11863,1926,0,182,2233,1
11864,1947,0,184,2233,1
11865,1974,0,191,2233,1
11866,1977,0,177,2233,1
11867,1994,0,195,2233,1
11868,2056,0,167,2233,1
11869,2058,0,183,2233,0
11870,2069,0,181,2233,1
11871,2096,0,194,2233,0
11872,2109,0,148,2233,1
11873,1710,0,178,2228,0
11874,1728,0,179,2228,0
11875,1777,0,176,2228,1
11876,1835,0,171,2228,1
11877,1869,0,204,2228,0
11878,1877,0,169,2228,1
11879,1878,0,167,2228,0
11880,1889,0,192,2228,0
11881,1915,0,180,2228,1
11882,1941,0,163,2228,1
11883,1965,0,159,2228,1
11884,1978,0,169,2228,1
11885,1979,0,171,2228,0
11886,1990,0,185,2228,0
11887,2012,0,151,2228,1
11888,2049,0,192,2228,0
11889,2051,0,148,2228,1
11890,2084,0,159,2228,0
11891,2110,0,200,2228,0
11892,2119,0,161,2228,1
11893,1827,0,170,2234,1
11894,1829,0,166,2234,0
11895,1856,0,157,2234,1
11896,1878,0,166,2234,1
11897,1883,0,169,2234,1
11898,1885,0,170,2234,0
11899,1892,0,174,2234,1
11900,1932,0,161,2234,1
11901,1959,0,182,2234,1
11902,1966,0,164,2234,1
11903,1714,0,161,2236,1
11904,1735,0,178,2236,1
11905,1765,0,158,2236,1
11906,1784,0,171,2236,1
11907,1786,0,180,2236,1
11908,1871,0,194,2236,1
11909,1940,0,165,2236,1
11910,1952,0,148,2236,1
11911,1971,0,190,2236,1
11912,1990,0,183,2236,1
11913,2020,0,180,2236,1
11914,2021,0,151,2236,1
11915,2035,0,174,2236,1
11916,2041,0,168,2236,1
11917,2118,0,161,2236,1
11918,2139,0,139,2236,1
11919,2221,0,226,2236,0
11920,2226,0,227,2236,0
11921,1744,0,184,2235,0
11922,1757,0,186,2235,1
11923,1773,0,221,2235,0
11924,1828,0,162,2235,1
11925,1864,0,210,2235,0
11926,1882,0,175,2235,1
11927,1889,0,189,2235,1
11928,1916,0,176,2235,1
11929,1926,0,180,2235,1
11930,1949,0,162,2235,1
11931,1951,0,160,2235,1
11932,1955,0,178,2235,1
11933,2015,0,151,2235,1
11934,2027,0,157,2235,1
11935,2043,0,181,2235,1
11936,2074,0,194,2235,1
11937,2088,0,185,2235,1
11938,1714,0,160,2238,1
11939,1735,0,177,2238,1
11940,1765,0,157,2238,1
11941,1786,0,178,2238,1
11942,1792,0,168,2238,1
11943,1799,0,184,2238,1
11944,1839,0,183,2238,1
11945,1922,0,160,2238,1
11946,1928,0,159,2238,1
11947,1940,0,164,2238,1
11948,1971,0,188,2238,1
11949,2020,0,179,2238,1
11950,2035,0,173,2238,1
11951,2070,0,182,2238,1
11952,2118,0,160,2238,1
11953,2139,0,138,2238,1
11954,2150,0,164,2238,1
11955,2226,0,228,2238,0
11956,1778,0,180,2240,1
11957,1803,0,238,2240,0
11958,1806,0,159,2240,1
11959,1830,0,181,2240,1
11960,1838,0,182,2240,0
11961,1725,0,170,2237,1
11962,1860,0,199,2240,1
11963,1726,0,180,2237,1
11964,1896,0,167,2240,1
11965,1842,0,215,2237,0
11966,1916,0,174,2240,1
11967,1866,0,193,2237,1
11968,1924,0,157,2240,1
11969,1870,0,184,2237,1
11970,1931,0,186,2240,1
11971,1923,0,170,2237,1
11972,1964,0,170,2240,0
11973,1939,0,176,2237,0
11974,1981,0,141,2240,1
11975,1943,0,159,2237,1
11976,1999,0,172,2240,1
11977,1949,0,161,2237,1
11978,2006,0,161,2240,1
11979,1960,0,182,2237,1
11980,2044,0,175,2240,0
11981,1968,0,190,2237,0
11982,1999,0,170,2237,1
11983,2000,0,179,2237,1
11984,2001,0,177,2237,1
11985,2005,0,184,2237,1
11986,2006,0,160,2237,1
11987,2045,0,186,2237,0
11988,2078,0,168,2237,1
11989,2086,0,176,2237,1
11990,2125,0,153,2237,1
11991,2130,0,170,2237,1
11992,1718,0,176,2241,1
11993,1730,0,176,2241,1
11994,1731,0,168,2241,1
11995,1759,0,192,2241,1
11996,1778,0,179,2241,1
11997,1790,0,233,2241,0
11998,1889,0,187,2241,1
11999,1898,0,171,2241,1
12000,1935,0,189,2241,1
12001,1944,0,173,2241,1
12002,1988,0,174,2241,1
12003,1989,0,159,2241,1
12004,2012,0,150,2241,1
12005,2037,0,171,2241,1
12006,2045,0,184,2241,1
12007,2058,0,186,2241,0
